Entry,Name,Species,Instance,Nature,Item,Move 1,Move 2,Move 3,Move 4,Possible Ability,EVs (HP/Atk/Def/SpA/SpD/Spe),HP EV,Atk EV,Def EV,SpA EV,SpD EV,Speed EV,Level 100 stats,Lv 100 speed,Level 50 stats,Lv 50 Speed,Fixed IVs (Brains only)
246,Mantine 1,Mantine,1,Docile,Mystic Water,BubbleBeam,Aerial Ace,Rain Dance,Icy Wind,Swift Swim / Water Absorb,255 HP / 255 SpD,255,,,,255,,334/116/176/196/379/176,176,172/60/90/100/192/90,90,31
247,Stantler 1,Stantler,1,Gentle,TwistedSpoon,Extrasensory,Confuse Ray,Stomp,Sand-Attack,Intimidate,255 HP / 255 SpA,255,,,255,,,350/226/144/269/182/206,206,180/115/74/137/94/105,105,31
248,Absol 1,Absol,1,Adamant,BrightPowder,Bite,Razor Wind,Future Sight,Quick Attack,Pressure,255 HP / 255 Atk,255,255,,,,,334/394/156/167/156/186,186,172/200/80/85/80/95,95,31
249,Swalot 1,Swalot,1,Quirky,Lax Incense,Stockpile,Swallow,Spit Up,Sludge,Liquid Ooze / Sticky Hold,255 Def / 255 SpD,,,255,,255,,341/182/265/182/265/146,146,175/93/135/93/135/75,75,31
250,Crawdaunt 1,Crawdaunt,1,Adamant,Persim Berry,BubbleBeam,ViceGrip,Knock Off,Protect,Hyper Cutter / Shell Armor,170 HP / 170 Def / 170 SpD,170,,170,,170,,309/303/248/194/188/146,146,159/154/126/99/96/75,75,31
251,Pidgeot 1,Pidgeot,1,Hardy,Sharp Beak,Aerial Ace,FeatherDance,Mud-Slap,Faint Attack,Keen Eye,255 HP / 255 Atk,255,255,,,,,370/259/186/176/176/218,218,190/132/95/90/90/111,111,31
252,Grumpig 1,Grumpig,1,Relaxed,Petaya Berry,Psybeam,Confuse Ray,Future Sight,Magic Coat,Thick Fat / Own Tempo,255 HP / 255 SpA,255,,,255,,,364/126/182/279/256/176,176,187/65/94/142/130/90,90,31
253,Torkoal 1,Torkoal,1,Relaxed,Sitrus Berry,Ember,Fire Spin,SmokeScreen,Amnesia,White Smoke,255 HP / 255 SpD,255,,,,255,,344/206/347/206/239/68,68,177/105/176/105/122/36,36,31
254,Kingler 1,Kingler,1,Hardy,Scope Lens,Crabhammer,Metal Claw,Mud Shot,Protect,Hyper Cutter / Shell Armor,255 HP / 255 SpD,255,,,,255,,314/296/266/136/199/186,186,162/150/135/70/102/95,95,31
255,Cacturne 1,Cacturne,1,Hasty,Scope Lens,Needle Arm,Faint Attack,Acid,Mega Punch,Sand Veil,255 HP / 255 Speed,255,,,,,255,344/266/140/266/156/229,229,177/135/72/135/80/117,117,31
256,Bellossom 1,Bellossom,1,Quiet,Persim Berry,Petal Dance,Safeguard,Sunny Day,Synthesis,Chlorophyll,255 HP / 255 SpA,255,,,255,,,354/196/206/306/236/122,122,182/100/105/156/120/63,63,31
257,Octillery 1,Octillery,1,Hardy,Shell Bell,Octazooka,Aurora Beam,Psybeam,Rock Blast,Suction Cups,255 Atk / 255 SpA,,255,,255,,,291/309/186/309/186/126,126,150/157/95/157/95/65,65,31
258,Huntail 1,Huntail,1,Quiet,Persim Berry,Whirlpool,Scary Face,Mud-Slap,Bite,Swift Swim,255 HP / 255 Atk,255,255,,,,,314/307/246/246/186/126,126,162/156/125/125/95/65,65,31
259,Gorebyss 1,Gorebyss,1,Brave,Persim Berry,Whirlpool,Amnesia,Icy Wind,Confusion,Swift Swim,255 HP / 255 SpA,255,,,255,,,314/224/246/327/186/126,126,162/114/125/166/95/65,65,31
260,Relicanth 1,Relicanth,1,Sassy,Liechi Berry,AncientPower,Water Pulse,Harden,Amnesia,Swift Swim / Rock Head,170 HP / 170 SpA / 170 SpD,170,,,170,170,,383/216/296/168/228/131,131,196/110/150/86/117/67,67,31
261,Omastar 1,Omastar,1,Quirky,Shell Bell,BubbleBeam,Spike Cannon,Tickle,AncientPower,Swift Swim / Shell Armor,255 HP / 255 SpA,255,,,255,,,344/156/286/329/176/146,146,177/80/145/167/90/75,75,31
262,Kabutops 1,Kabutops,1,Adamant,Scope Lens,Slash,Dig,Fury Cutter,Knock Off,Swift Swim / Battle Armor,255 HP / 255 Atk,255,255,,,,,324/361/246/149/176/196,196,167/183/125/76/90/100,100,31
263,Poliwrath 1,Poliwrath,1,Adamant,Black Belt,Submission,Dig,Rock Tomb,BubbleBeam,Water Absorb / Damp,255 HP / 255 Atk,255,255,,,,,384/295/226/158/216/176,176,197/150/115/81/110/90,90,31
264,Scyther 1,Scyther,1,Relaxed,Liechi Berry,Fury Cutter,Aerial Ace,Light Screen,Double Team,Swarm,255 HP / 255 Atk,255,255,,,,,344/319/215/146/196/221,221,177/162/110/75/100/112,112,31
265,Pinsir 1,Pinsir,1,Naughty,Black Belt,Submission,Focus Energy,Swords Dance,Revenge,Hyper Cutter,255 HP / 255 Atk,255,255,,,,,334/383/236/146/158/206,206,172/194/120/75/81/105,105,31
266,Politoed 1,Politoed,1,Relaxed,Shell Bell,Dive,Dig,Hypnosis,Swagger,Water Absorb / Damp,255 Def / 255 SpD,,,255,,255,,321/186/273/216/299/158,158,165/95/139/110/152/81,81,31
267,Cloyster 1,Cloyster,1,Sassy,NeverMeltIce,Aurora Beam,Spike Cannon,Supersonic,Protect,Shell Armor,255 HP / 255 SpD,255,,,,255,,304/226/396/206/207/158,158,157/115/200/105/106/81,81,31
268,Delcatty 2,Delcatty,2,Modest,Quick Claw,Fake Tears,Sing,Thunderbolt,Ice Beam,Cute Charm,255 SpA / 255 Speed,,,,255,,255,281/149/166/229/146/239,239,145/76/85/117/75/122,122,31
269,Sableye 2,Sableye,2,Quirky,Lum Berry,Shadow Ball,Faint Attack,Confuse Ray,Recover,Keen Eye,170 HP / 170 Atk / 170 SpA,170,170,,170,,,283/228/186/208/166/136,136,146/116/95/106/85/70,70,31
270,Lickitung 2,Lickitung,2,Adamant,Cheri Berry,Earthquake,Body Slam,Shadow Ball,Rock Slide,Own Tempo / Oblivious,170 Atk / 170 Def / 170 SpD,,170,170,,170,,321/206/228/140/228/96,96,165/106/116/72/116/50,50,31
271,Weepinbell 2,Weepinbell,2,Quirky,Scope Lens,Sludge Bomb,Razor Leaf,Sleep Powder,Reflect,Chlorophyll,255 Def / 255 SpD,,,255,,255,,271/216/199/206/189/146,146,140/110/102/105/97/75,75,31
272,Graveler 2,Graveler,2,Adamant,Focus Band,Earthquake,Rock Slide,Brick Break,Counter,Rock Head / Sturdy,255 HP / 255 SpD,255,,,,255,,314/248/266/113/189/106,106,162/127/135/58/97/55,55,31
273,Gloom 2,Gloom,2,Quirky,Pecha Berry,SolarBeam,Sunny Day,Sludge Bomb,Moonlight,Chlorophyll,255 Atk / 255 SpA,,255,,255,,,261/229/176/269/186/116,116,135/117/90/137/95/60,60,31
274,Porygon 2,Porygon,2,Quiet,Cheri Berry,Tri Attack,Psychic,Thunder Wave,Recover,Trace,255 Atk / 255 SpA,,255,,255,,,271/219/176/295/186/104,104,140/112/90/150/95/54,54,31
275,Kadabra 2,Kadabra,2,Modest,TwistedSpoon,Psychic,Thunder Wave,Reflect,Recover,Synchronize / Inner Focus,255 HP / 255 Def,255,,255,,,,284/95/159/303/176/246,246,147/49/82/154/90/125,125,31
276,Wailmer 2,Wailmer,2,Docile,Chesto Berry,Water Spout,Earthquake,Body Slam,Rest,Water Veil / Oblivious,255 Def / 255 SpD,,,255,,255,,401/176/169/176/169/156,156,205/90/87/90/87/80,80,31
277,Roselia 2,Roselia,2,Docile,Quick Claw,Giga Drain,Sludge Bomb,GrassWhistle,Synthesis,Natural Cure / Poison Point,255 HP / 255 Def,255,,255,,,,304/156/189/236/196/166,166,157/80/97/120/100/85,85,31
278,Volbeat 2,Volbeat,2,Quirky,Petaya Berry,Signal Beam,Thunderbolt,Ice Punch,Tail Glow,Illuminate / Swarm,255 SpA / 255 Speed,,,,255,,255,271/182/146/193/186/269,269,140/93/75/99/95/137,137,31
279,Illumise 2,Illumise,2,Quirky,Petaya Berry,Silver Wind,Thunderbolt,Ice Punch,Giga Drain,Oblivious,255 SpA / 255 Speed,,,,255,,255,271/130/146/245/186/269,269,140/67/75/125/95/137,137,31
280,Ivysaur 2,Ivysaur,2,Quirky,BrightPowder,Giga Drain,Sludge Bomb,Sleep Powder,Leech Seed,Overgrow,255 Atk / 255 SpA,,255,,255,,,261/223/162/259/196/156,156,135/114/83/132/100/80,80,31
281,Charmeleon 2,Charmeleon,2,Hardy,Scope Lens,Flamethrower,Slash,AncientPower,Dragon Rage,Blaze,255 Atk / 255 Speed,,255,,,,255,257/227/152/196/166/259,259,133/116/78/100/85/132,132,31
282,Wartortle 2,Wartortle,2,Docile,Shell Bell,Surf,Ice Beam,Rapid Spin,Protect,Torrent,255 HP / 255 SpA,255,,,255,,,322/162/196/229/196/152,152,166/83/100/117/100/78,78,31
283,Parasect 2,Parasect,2,Calm,Leftovers,Spore,Giga Drain,Dig,Double Team,Effect Spore,170 HP / 170 Def / 170 SpD,170,,170,,170,,303/203/238/156/261/96,96,156/103/121/80/133/50,50,31
284,Machoke 2,Machoke,2,Adamant,Scope Lens,Cross Chop,Rock Slide,Foresight,Scary Face,Guts,255 HP / 255 Atk,255,255,,,,,364/328/176/122/156/126,126,187/167/90/63/80/65,65,31
285,Haunter 2,Haunter,2,Relaxed,Lum Berry,Psychic,Hypnosis,Nightmare,Confuse Ray,Levitate,170 HP / 170 Def / 170 SpD,170,,170,,170,,273/136/184/266/188/203,203,141/70/95/135/96/103,103,31
286,Bayleef 2,Bayleef,2,Docile,Chesto Berry,Giga Drain,Body Slam,GrassWhistle,Rest,Overgrow,170 HP / 170 Def / 170 SpD,170,,170,,170,,303/160/238/162/238/156,156,156/82/121/83/121/80,80,31
287,Quilava 2,Quilava,2,Docile,BrightPowder,Flamethrower,Crush Claw,Body Slam,SmokeScreen,Blaze,255 Atk / 255 SpA,,255,,255,,,257/227/152/259/166/196,196,133/116/78/132/85/100,100,31
288,Croconaw 2,Croconaw,2,Adamant,Focus Band,Mega Kick,Aerial Ace,Rock Slide,Dig,Torrent,255 HP / 255 Atk,255,255,,,,,334/284/196/138/162/152,152,172/145/100/71/83/78,78,31
289,Togetic 2,Togetic,2,Relaxed,Scope Lens,Return,Sweet Kiss,Aerial Ace,Yawn,Hustle / Serene Grace,255 HP / 255 Def,255,,255,,,,314/116/295/196/246/104,104,162/60/150/100/125/54,54,31
290,Murkrow 2,Murkrow,2,Quirky,BrightPowder,Perish Song,Mean Look,Double Team,Thunder Wave,Insomnia,170 HP / 170 Def / 170 SpD,170,,170,,170,,303/206/162/206/162/218,218,156/105/83/105/83/111,111,31
291,Wobbuffet 2,Wobbuffet,2,Careful,Focus Band,Counter,Mirror Coat,Encore,Destiny Bond,Shadow Tag,255 Def / 255 SpD,,,255,,255,,521/102/215/91/236/102,102,265/53/110/48/121/53,53,31
292,Plusle 2,Plusle,2,Docile,Petaya Berry,Thunderbolt,Thunder Wave,Seismic Toss,Wish,Plus,255 SpA / 255 Speed,,,,255,,255,261/136/116/269/186/289,289,135/70/60/137/95/147,147,31
293,Minun 2,Minun,2,Docile,Salac Berry,Thunderbolt,Attract,Charm,Wish,Minus,255 SpA / 255 Speed,,,,255,,255,261/116/136/249/206/289,289,135/60/70/127/105/147,147,31
294,Grovyle 2,Grovyle,2,Docile,Lum Berry,Giga Drain,Crush Claw,Screech,Rock Tomb,Overgrow,255 Atk / 255 Speed,,255,,,,255,241/229/126/206/166/289,289,125/117/65/105/85/147,147,31
295,Combusken 2,Combusken,2,Docile,Scope Lens,Flamethrower,Sky Uppercut,Slash,Sand-Attack,Blaze,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,261/248/156/248/156/188,188,135/126/80/126/80/96,96,31
296,Marshtomp 2,Marshtomp,2,Docile,Focus Band,Muddy Water,Earthquake,Mud-Slap,Protect,Torrent,255 Atk / 255 SpA,,255,,255,,,281/269/176/219/176/136,136,145/137/90/112/90/70,70,31
297,Ponyta 2,Ponyta,2,Quirky,Sitrus Berry,Flamethrower,Body Slam,Double Kick,Double Team,Run Away / Flash Fire,255 SpA / 255 Speed,,,,255,,255,241/206/146/229/166/279,279,125/105/75/117/85/142,142,31
298,Azumarill 2,Azumarill,2,Adamant,Shell Bell,Mega Kick,Brick Break,Iron Tail,Dig,Thick Fat / Huge Power,255 HP / 255 SpD,255,,,,255,,404/149/196/122/259/136,136,207/77/100/63/132/70,70,31
299,Sudowoodo 2,Sudowoodo,2,Hardy,Focus Band,Mega Kick,Earthquake,Low Kick,Selfdestruct,Sturdy / Rock Head,255 HP / 255 SpD,255,,,,255,,344/236/266/96/229/96,96,177/120/135/50/117/50,50,31
300,Magcargo 2,Magcargo,2,Quiet,Quick Claw,Overheat,Earthquake,Rock Slide,Body Slam,Magma Armor / Flame Body,255 HP / 255 SpD,255,,,,255,,304/136/276/215/259/86,86,157/70/140/110/132/45,45,31
301,Pupitar 2,Pupitar,2,Hardy,Scope Lens,Earthquake,Rock Slide,Crunch,Scary Face,Shed Skin,255 HP / 255 Atk,255,255,,,,,344/267/176/166/176/138,138,177/136/90/85/90/71,71,31
302,Sealeo 2,Sealeo,2,Quiet,Sitrus Berry,Ice Beam,Surf,Body Slam,Hail,Thick Fat,255 HP / 255 SpA,255,,,255,,,384/156/176/273/176/113,113,197/80/90/139/90/58,58,31
303,Raticate 2,Raticate,2,Adamant,Focus Band,Super Fang,Hyper Fang,Shadow Ball,Scary Face,Run Away / Guts,255 Atk / 255 Speed,,255,,,,255,251/287/156/122/176/293,293,130/146/80/63/90/149,149,31
304,Masquerain 2,Masquerain,2,Quiet,Lax Incense,Hydro Pump,Ice Beam,Giga Drain,Stun Spore,Intimidate,255 Def / 255 SpA,,,255,255,,,281/156/223/284/200/140,140,145/80/114/145/102/72,72,31
305,Furret 2,Furret,2,Adamant,Choice Band,Trick,Frustration,Shadow Ball,Follow Me,Run Away / Keen Eye,255 Atk / 255 Speed,,255,,,,255,311/276/164/113/146/279,279,160/140/84/58/75/142,142,31
306,Dunsparce 2,Dunsparce,2,Quiet,Lax Incense,Ice Beam,Rock Tomb,Bite,Shadow Ball,Serene Grace / Run Away,255 Def / 255 SpD,,,255,,255,,341/176/239/182/229/113,113,175/90/122/94/117/58,58,31
307,Dragonair 2,Dragonair,2,Adamant,Chesto Berry,Return,Rest,Thunder Wave,Dragon Dance,Shed Skin,255 HP / 255 SpD,255,,,,255,,326/224/166/158/239/176,176,168/114/85/81/122/90,90,31
308,Mightyena 2,Mightyena,2,Quirky,King's Rock,Crunch,Shadow Ball,Frustration,Scary Face,Intimidate,255 Def / 255 SpA,,,255,255,,,281/216/239/219/156/176,176,145/110/122/112/80/90,90,31
309,Linoone 2,Linoone,2,Jolly,Choice Band,Trick,Frustration,Thunder Wave,Sand-Attack,Pickup,255 Atk / 255 Speed,,255,,,,255,297/239/158/122/158/328,328,153/122/81/63/81/167,167,31
310,Castform 2,Castform,2,Modest,Lax Incense,Thunderbolt,Flamethrower,Ice Beam,Water Pulse,Forecast,255 HP / 255 SpA,255,,,255,,,344/158/176/262/176/176,176,177/81/90/134/90/90,90,31
311,Shelgon 2,Shelgon,2,Hardy,Focus Band,Frustration,Dragon Dance,Crunch,Scary Face,Rock Head,255 HP / 255 SpD,255,,,,255,,334/226/236/156/199/136,136,172/115/120/80/102/70,70,31
312,Metang 2,Metang,2,Quirky,Focus Band,Meteor Mash,Psychic,Body Slam,Scary Face,Clear Body,255 HP / 255 SpA,255,,,255,,,324/186/236/209/196/136,136,167/95/120/107/100/70,70,31
313,Wigglytuff 2,Wigglytuff,2,Docile,Sitrus Berry,Fake Tears,Sing,Dream Eater,Brick Break,Cute Charm,255 Def / 255 SpD,,,255,,255,,421/176/189/186/199/126,126,215/90/97/95/102/65,65,31
314,Sunflora 2,Sunflora,2,Quiet,Leftovers,Giga Drain,GrassWhistle,Growth,Double Team,Chlorophyll,255 HP / 255 Def,255,,255,,,,354/186/209/270/206/86,86,182/95/107/138/105/45,45,31
315,Chimecho 2,Chimecho,2,Quiet,TwistedSpoon,Psychic,Hypnosis,Dream Eater,Heal Bell,Levitate,170 HP / 170 Def / 170 SpD,170,,170,,170,,313/136/218/248/238/149,149,161/70/111/127/121/76,76,31
316,Gligar 2,Gligar,2,Adamant,Quick Claw,Earthquake,Aerial Ace,Guillotine,Screech,Hyper Cutter / Sand Veil,255 HP / 255 SpD,255,,,,255,,334/204/246/95/229/206,206,172/105/125/49/117/105,105,31
317,Qwilfish 2,Qwilfish,2,Adamant,Focus Band,Revenge,Sludge Bomb,Shadow Ball,Destiny Bond,Poison Point / Swift Swim,255 HP / 255 SpD,255,,,,255,,334/248/186/131/209/206,206,172/127/95/67/107/105,105,31
318,Sneasel 2,Sneasel,2,Jolly,King's Rock,Crush Claw,Brick Break,Aerial Ace,Screech,Inner Focus / Keen Eye,170 HP / 170 Def / 170 Speed,170,,170,,,170,293/226/188/95/186/338,338,151/115/96/49/95/172,172,31
319,Pelipper 2,Pelipper,2,Quiet,Shell Bell,Surf,Blizzard,Aerial Ace,Protect,Keen Eye,255 HP / 255 SpD,255,,,,255,,324/136/236/226/239/149,149,167/70/120/116/122/76,76,31
320,Swellow 2,Swellow,2,Adamant,King's Rock,Facade,Aerial Ace,Pursuit,Double Team,Guts,255 HP / 255 SpD,255,,,,255,,324/226/156/122/199/286,286,167/116/80/63/102/145,145,31
321,Lairon 2,Lairon,2,Sassy,Sitrus Berry,Earthquake,Iron Tail,Roar,Protect,Sturdy / Rock Head,255 HP / 255 SpD,255,,,,255,,324/216/316/136/218/104,104,167/110/160/70/112/54,54,31
322,Tangela 2,Tangela,2,Calm,Chesto Berry,Giga Drain,Stun Spore,Rest,Amnesia,Chlorophyll,255 HP / 255 SpD,255,,,,255,,334/131/266/236/196/156,156,172/67/135/120/101/80,80,31
323,Arbok 2,Arbok,2,Adamant,Lum Berry,Sludge Bomb,Earthquake,Iron Tail,Glare,Intimidate / Shed Skin,255 HP / 255 Def,255,,255,,,,324/226/237/149/194/196,196,167/116/121/76/99/100,100,31
324,Persian 2,Persian,2,Quirky,Silk Scarf,Frustration,Shadow Ball,Roar,Fake Out,Limber,170 HP / 170 Def / 170 SpD,170,,170,,170,,313/176/198/166/208/266,266,161/90/101/85/106/135,135,31
325,Seadra 2,Seadra,2,Docile,Shell Bell,Hydro Pump,Frustration,DragonBreath,Dragon Dance,Poison Point,255 HP / 255 SpD,255,,,,255,,314/166/226/226/189/206,206,162/85/115/115/97/105,105,31
326,Kecleon 2,Kecleon,2,Docile,Choice Band,Trick,Brick Break,Shadow Ball,Skill Swap,Color Change,255 HP / 255 Def,255,,255,,,,324/216/239/156/276/116,116,167/110/122/80/140/60,60,31
327,Vigoroth 2,Vigoroth,2,Adamant,Salac Berry,Crush Claw,Reversal,Endure,Shadow Ball,Vital Spirit,255 Atk / 255 SpD,,255,,,255,,301/284/196/131/209/216,216,155/145/100/67/107/110,110,31
328,Lunatone 2,Lunatone,2,Quiet,Lax Incense,Psychic,Ice Beam,Cosmic Power,Calm Mind,Levitate,255 HP / 255 Def,255,,255,,,,344/146/229/248/206/158,158,177/75/117/127/105/81,81,31
329,Solrock 2,Solrock,2,Hardy,White Herb,Earthquake,Rock Slide,Cosmic Power,Overheat,Levitate,255 HP / 255 SpD,255,,,,255,,344/226/206/146/229/176,176,177/115/105/75/117/90,90,31
330,Noctowl 2,Noctowl,2,Quiet,Persim Berry,Psychic,Faint Attack,Aerial Ace,Reflect,Insomnia / Keen Eye,255 Def / 255 SpA,,,255,255,,,341/136/199/276/228/158,158,175/70/102/140/116/81,81,31
331,Sandslash 2,Sandslash,2,Adamant,Quick Claw,Earthquake,Rock Slide,Crush Claw,Sandstorm,Sand Veil,255 HP / 255 SpD,255,,,,255,,354/259/256/113/209/166,166,182/132/130/58/107/85,85,31
332,Venomoth 2,Venomoth,2,Docile,Lum Berry,Signal Beam,Psychic,Sludge Bomb,Giga Drain,Shield Dust,255 HP / 255 Speed,255,,,,,255,344/166/156/216/186/279,279,177/85/80/110/95/142,142,31
333,Chansey 2,Chansey,2,Relaxed,Leftovers,Seismic Toss,Shadow Ball,Double Team,Softboiled,Natural Cure / Serene Grace,255 Def / 255 SpD,,,255,,255,,641/46/119/106/309/122,122,325/25/62/55/157/63,63,31
334,Seaking 2,Seaking,2,Impish,Quick Claw,Horn Drill,Megahorn,Sleep Talk,Rest,Swift Swim / Water Veil,170 HP / 170 Def / 170 SpD,170,,170,,170,,343/220/228/149/238/172,172,176/112/117/76/121/88,88,31
335,Jumpluff 2,Jumpluff,2,Bold,Leftovers,Leech Seed,Sleep Powder,Giga Drain,Double Team,Chlorophyll,255 Def / 255 SpD,,,255,,255,,291/131/262/146/269/256,256,150/67/134/75/137/130,130,31
336,Piloswine 2,Piloswine,2,Adamant,Shell Bell,Earthquake,Rock Slide,Body Slam,Roar,Oblivious,255 Def / 255 SpD,,,255,,255,,341/259/259/140/219/136,136,175/132/132/72/112/70,70,31
337,Golbat 2,Golbat,2,Adamant,Scope Lens,Sludge Bomb,Shadow Ball,Confuse Ray,Air Cutter,Inner Focus,255 HP / 255 Atk,255,255,,,,,354/284/176/149/186/216,216,182/145/90/76/95/110,110,31
338,Primeape 2,Primeape,2,Quirky,Scope Lens,Cross Chop,Rock Tomb,Overheat,Bulk Up,Vital Spirit,170 HP / 170 Def / 170 SpD,170,,170,,170,,313/246/198/156/218/226,226,161/125/101/80/111/115,115,31
339,Hitmonlee 2,Hitmonlee,2,Adamant,Lax Incense,Mega Kick,Brick Break,Foresight,Rock Tomb,Limber,255 HP / 255 Def,255,,255,,,,304/303/205/95/256/210,210,157/154/105/49/130/107,107,31
340,Hitmonchan 2,Hitmonchan,2,Adamant,King's Rock,DynamicPunch,Mach Punch,Detect,Counter,Keen Eye,255 HP / 255 Def,255,,255,,,,304/270/257/95/256/188,188,157/138/131/49/130/96,96,31
341,Girafarig 2,Girafarig,2,Modest,Lum Berry,Psychic,Crunch,Baton Pass,Agility,Inner Focus / Early Bird,255 Def / 255 SpD,,,255,,255,,281/176/229/237/229/206,206,145/90/117/121/117/105,105,31
342,Hitmontop 2,Hitmontop,2,Adamant,Focus Band,Double-Edge,Seismic Toss,Rock Slide,Counter,Intimidate,255 HP / 255 Def,255,,255,,,,304/248/289/95/256/176,176,157/127/147/49/130/90,90,31
343,Banette 2,Banette,2,Adamant,Lax Incense,Shadow Ball,Frustration,Screech,Will-O-Wisp,Insomnia,255 Def / 255 SpD,,,255,,255,,269/292/229/181/225/166,166,139/149/117/93/115/85,85,31
344,Ninjask 2,Ninjask,2,Quirky,Focus Band,Slash,Shadow Ball,Swords Dance,Baton Pass,Speed Boost,170 HP / 170 Def / 170 SpD,170,,170,,170,,305/216/168/136/178/356,356,157/110/86/70/91/180,180,31
345,Seviper 2,Seviper,2,Quirky,Quick Claw,Sludge Bomb,Earthquake,Crunch,Giga Drain,Shed Skin,170 HP / 170 Def / 170 SpD,170,,170,,170,,329/236/198/236/198/166,166,169/120/101/120/101/85,85,31
346,Zangoose 2,Zangoose,2,Adamant,Scope Lens,Crush Claw,Shadow Ball,Brick Break,Aerial Ace,Immunity,255 Atk / 255 Speed,,255,,,,255,287/361/156/140/156/279,279,148/183/80/72/80/142,142,31
347,Camerupt 2,Camerupt,2,Quirky,Lax Incense,Earthquake,Eruption,Body Slam,Scary Face,Magma Armor,255 Atk / 255 SpA,,255,,255,,,281/299/176/309/186/116,116,145/152/90/157/95/60,60,31
348,Sharpedo 2,Sharpedo,2,Quirky,Scope Lens,Double-Edge,Crunch,Earthquake,Surf,Rough Skin,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,281/318/116/268/116/268,268,145/161/60/136/60/136,136,31
349,Tropius 2,Tropius,2,Quiet,Focus Band,SolarBeam,Sunny Day,Synthesis,Body Slam,Chlorophyll,255 Atk / 255 SpA,,255,,255,,,339/235/202/267/210/124,124,174/120/103/136/107/64,64,31
350,Magneton 2,Magneton,2,Hardy,Lum Berry,Thunder,Rain Dance,Thunder Wave,Metal Sound,Magnet Pull / Sturdy,255 HP / 255 SpD,255,,,,255,,304/156/226/276/239/176,176,157/80/115/140/122/90,90,31
351,Mantine 2,Mantine,2,Modest,Shell Bell,Surf,Ice Beam,Rain Dance,Confuse Ray,Swift Swim / Water Absorb,255 HP / 255 Def,255,,255,,,,334/104/239/215/316/176,176,172/54/122/110/160/90,90,31
352,Stantler 2,Stantler,2,Adamant,Lax Incense,Frustration,Shadow Ball,Thunder Wave,Confuse Ray,Intimidate,255 Atk / 255 Speed,,255,,,,255,287/317/160/185/166/269,269,148/161/82/94/85/137,137,31
353,Absol 2,Absol,2,Adamant,Choice Band,Double-Edge,Shadow Ball,Aerial Ace,Iron Tail,Pressure,255 Atk / 255 Speed,,255,,,,255,271/394/156/167/156/249,249,140/200/80/85/80/127,127,31
354,Swalot 2,Swalot,2,Adamant,Leftovers,Sludge Bomb,Shadow Ball,Body Slam,Counter,Liquid Ooze / Sticky Hold,255 HP / 255 Atk,255,255,,,,,404/269/202/163/202/146,146,207/137/103/84/103/75,75,31
355,Crawdaunt 2,Crawdaunt,2,Adamant,Quick Claw,Guillotine,Frustration,AncientPower,Aerial Ace,Hyper Cutter / Shell Armor,255 HP / 255 SpD,255,,,,255,,330/303/206/194/209/146,146,170/154/105/99/107/75,75,31
356,Pidgeot 2,Pidgeot,2,Adamant,Scope Lens,Return,Aerial Ace,Steel Wing,Mud-Slap,Keen Eye,255 Atk / 255 Speed,,255,,,,255,307/284/186/158/176/281,281,158/145/95/81/90/143,143,31
357,Grumpig 2,Grumpig,2,Modest,Lum Berry,Psychic,Ice Punch,ThunderPunch,Fire Punch,Thick Fat / Own Tempo,255 Def / 255 SpA,,,255,255,,,301/113/229/306/256/196,196,155/58/117/156/130/100,100,31
358,Torkoal 2,Torkoal,2,Sassy,White Herb,Overheat,Body Slam,SmokeScreen,Protect,White Smoke,255 HP / 255 SpD,255,,,,255,,344/206/316/206/262/68,68,177/105/160/105/134/36,36,31
359,Kingler 2,Kingler,2,Adamant,Salac Berry,Guillotine,Rock Tomb,Flail,Endure,Hyper Cutter / Shell Armor,255 HP / 255 SpD,255,,,,255,,314/325/266/122/199/186,186,162/165/135/63/102/95,95,31
360,Cacturne 2,Cacturne,2,Hardy,Persim Berry,Mega Kick,Teeter Dance,Faint Attack,Sandstorm,Sand Veil,255 Def / 255 SpD,,,255,,255,,281/266/219/266/219/146,146,145/135/112/135/112/75,75,31
361,Bellossom 2,Bellossom,2,Modest,BrightPowder,SolarBeam,Attract,Sunny Day,Synthesis,Chlorophyll,255 Def / 255 SpA,,,255,255,,,291/176/269/306/236/136,136,150/90/137/156/120/70,70,31
362,Octillery 2,Octillery,2,Quirky,Lax Incense,Octazooka,Fire Blast,Thunder Wave,Mud-Slap,Suction Cups,170 HP / 170 Def / 170 SpD,170,,170,,170,,333/246/228/246/228/126,126,171/125/116/125/116/65,65,31
363,Huntail 2,Huntail,2,Quiet,Shell Bell,Surf,Rain Dance,Crunch,Body Slam,Swift Swim,255 HP / 255 SpD,255,,,,255,,314/244/246/246/249/126,126,162/124/125/125/127/65,65,31
364,Gorebyss 2,Gorebyss,2,Quiet,Shell Bell,Surf,Rain Dance,Psychic,Body Slam,Swift Swim,255 HP / 255 SpD,255,,,,255,,314/204/246/290/249/126,126,162/104/125/147/127/65,65,31
365,Relicanth 2,Relicanth,2,Sassy,Chesto Berry,Earthquake,Rock Slide,Amnesia,Rest,Swift Swim / Rock Head,255 HP / 255 SpD,255,,,,255,,404/216/296/126/251/131,131,207/110/150/65/128/67,67,31
